survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone
0,3,male,47.0,0,0,7.25,s,Third,man,True,southampton,no,True
0,3,female,28.0,0,2,7.75,q,Third,woman,False,queenstown,no,False
0,2,male,37.0,1,0,26.0,s,Second,man,True,southampton,no,False
0,3,male,36.0,1,1,24.15,s,Third,man,True,southampton,no,False
1,2,female,28.0,0,0,33.0,s,Second,woman,False,southampton,yes,True
0,3,male,49.0,0,0,0.0,s,Third,man,True,southampton,no,True
0,3,male,28.0,0,0,7.225,c,Third,man,True,cherbourg,no,True
1,1,male,49.0,1,0,56.9292,c,First,man,True,cherbourg,yes,False
1,2,female,24.0,2,1,27.0,s,Second,woman,False,southampton,yes,False
0,3,male,28.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,1,male,28.0,0,0,42.4,s,First,man,True,southampton,no,True
0,3,male,44.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,1,male,35.0,0,0,26.55,c,First,man,True,cherbourg,yes,True
0,3,male,36.0,1,0,15.55,s,Third,man,True,southampton,no,False
0,3,male,30.0,0,0,7.8958,s,Third,man,True,southampton,no,True
1,1,male,27.0,0,0,30.5,s,First,man,True,southampton,yes,True
1,2,female,22.0,1,2,41.5792,c,Second,woman,False,cherbourg,yes,False
1,1,female,40.0,0,0,153.4625,s,First,woman,False,southampton,yes,True
0,3,female,39.0,1,5,31.275,s,Third,woman,False,southampton,no,False
0,3,male,28.0,0,0,7.05,s,Third,man,True,southampton,no,True
1,3,female,28.0,1,0,15.5,q,Third,woman,False,queenstown,yes,False
0,3,male,28.0,0,0,7.75,q,Third,man,True,queenstown,no,True
0,3,male,35.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,2,female,24.0,1,2,65.0,s,Second,woman,False,southampton,yes,False
0,3,male,34.0,1,1,14.4,s,Third,man,True,southampton,no,False
0,3,female,26.0,1,0,16.1,s,Third,woman,False,southampton,no,False
1,2,female,4.0,2,1,39.0,s,Second,child,False,southampton,yes,False
0,2,male,26.0,0,0,10.5,s,Second,man,True,southampton,no,True
0,3,male,27.0,1,0,14.4542,c,Third,man,True,cherbourg,no,False
1,1,male,42.0,1,0,52.5542,s,First,man,True,southampton,yes,False
1,3,male,20.0,1,1,15.7417,c,Third,man,True,cherbourg,yes,False
0,3,male,21.0,0,0,7.8542,s,Third,man,True,southampton,no,True
0,3,male,21.0,0,0,16.1,s,Third,man,True,southampton,no,True
0,1,male,61.0,0,0,32.3208,s,First,man,True,southampton,no,True
0,2,male,57.0,0,0,12.35,q,Second,man,True,queenstown,no,True
1,1,female,21.0,0,0,77.9583,s,First,woman,False,southampton,yes,True
0,3,male,26.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,3,male,28.0,0,0,7.7333,q,Third,man,True,queenstown,no,True
1,1,male,80.0,0,0,30.0,s,First,man,True,southampton,yes,True
0,3,male,51.0,0,0,7.0542,s,Third,man,True,southampton,no,True
1,1,male,32.0,0,0,30.5,c,First,man,True,cherbourg,yes,True
0,1,male,28.0,0,0,0.0,s,First,man,True,southampton,no,True
0,3,female,9.0,3,2,27.9,s,Third,child,False,southampton,no,False
1,2,female,28.0,0,0,13.0,s,Second,woman,False,southampton,yes,True
0,3,male,32.0,0,0,7.925,s,Third,man,True,southampton,no,True
0,2,male,31.0,1,1,26.25,s,Second,man,True,southampton,no,False
0,3,female,41.0,0,5,39.6875,s,Third,woman,False,southampton,no,False
0,3,male,28.0,1,0,16.1,s,Third,man,True,southampton,no,False
0,3,male,20.0,0,0,7.8542,s,Third,man,True,southampton,no,True
1,1,female,24.0,0,0,69.3,c,First,woman,False,cherbourg,yes,True
0,3,female,2.0,3,2,27.9,s,Third,child,False,southampton,no,False
1,3,male,28.0,0,0,56.4958,s,Third,man,True,southampton,yes,True
1,3,female,0.75,2,1,19.2583,c,Third,child,False,cherbourg,yes,False
1,1,male,48.0,1,0,76.7292,c,First,man,True,cherbourg,yes,False
0,3,male,19.0,0,0,7.8958,s,Third,man,True,southampton,no,True
1,1,male,56.0,0,0,35.5,c,First,man,True,cherbourg,yes,True
0,3,male,28.0,0,0,7.55,s,Third,man,True,southampton,no,True
1,3,female,23.0,0,0,7.55,s,Third,woman,False,southampton,yes,True
0,3,male,28.0,0,0,7.8958,s,Third,man,True,southampton,no,True
1,2,female,18.0,0,1,23.0,s,Second,woman,False,southampton,yes,False
0,3,male,21.0,0,0,8.4333,s,Third,man,True,southampton,no,True
1,3,female,28.0,0,0,7.8292,q,Third,woman,False,queenstown,yes,True
0,3,female,18.0,0,0,6.75,q,Third,woman,False,queenstown,no,True
0,2,male,24.0,2,0,73.5,s,Second,man,True,southampton,no,False
0,3,male,28.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,3,female,32.0,1,1,15.5,q,Third,woman,False,queenstown,no,False
0,2,male,23.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,1,male,58.0,0,2,113.275,c,First,man,True,cherbourg,no,False
1,1,male,50.0,2,0,133.65,s,First,man,True,southampton,yes,False
0,3,male,40.0,0,0,7.225,c,Third,man,True,cherbourg,no,True
0,1,male,47.0,0,0,25.5875,s,First,man,True,southampton,no,True
0,3,male,36.0,0,0,7.4958,s,Third,man,True,southampton,no,True
1,3,male,20.0,1,0,7.925,s,Third,man,True,southampton,yes,False
0,2,male,32.0,2,0,73.5,s,Second,man,True,southampton,no,False
0,2,male,25.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,3,male,28.0,0,0,7.775,s,Third,man,True,southampton,no,True
0,3,male,43.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,1,female,28.0,1,0,52.0,s,First,woman,False,southampton,yes,False
1,2,female,40.0,1,1,39.0,s,Second,woman,False,southampton,yes,False
0,1,male,31.0,1,0,52.0,s,First,man,True,southampton,no,False
0,2,male,70.0,0,0,10.5,s,Second,man,True,southampton,no,True
1,2,male,31.0,0,0,13.0,s,Second,man,True,southampton,yes,True
0,2,male,28.0,0,0,0.0,s,Second,man,True,southampton,no,True
0,3,male,18.0,0,0,7.775,s,Third,man,True,southampton,no,True
0,3,male,24.5,0,0,8.05,s,Third,man,True,southampton,no,True
1,3,female,18.0,0,0,9.8417,s,Third,woman,False,southampton,yes,True
0,3,female,43.0,1,6,46.9,s,Third,woman,False,southampton,no,False
1,1,male,36.0,0,1,512.3292,c,First,man,True,cherbourg,yes,False
0,3,female,28.0,0,0,8.1375,q,Third,woman,False,queenstown,no,True
1,1,male,27.0,0,0,76.7292,c,First,man,True,cherbourg,yes,True
0,3,male,20.0,0,0,9.225,s,Third,man,True,southampton,no,True
0,3,male,14.0,5,2,46.9,s,Third,child,False,southampton,no,False
0,2,male,60.0,1,1,39.0,s,Second,man,True,southampton,no,False
0,2,male,25.0,1,2,41.5792,c,Second,man,True,cherbourg,no,False
0,3,male,14.0,4,1,39.6875,s,Third,child,False,southampton,no,False
0,3,male,19.0,0,0,10.1708,s,Third,man,True,southampton,no,True
0,3,male,18.0,0,0,7.7958,s,Third,man,True,southampton,no,True
1,1,female,15.0,0,1,211.3375,s,First,child,False,southampton,yes,False
1,1,male,31.0,1,0,57.0,s,First,man,True,southampton,yes,False
1,3,female,4.0,0,1,13.4167,c,Third,child,False,cherbourg,yes,False
1,3,male,28.0,0,0,56.4958,s,Third,man,True,southampton,yes,True
0,3,male,25.0,0,0,7.225,c,Third,man,True,cherbourg,no,True
0,1,male,60.0,0,0,26.55,s,First,man,True,southampton,no,True
0,2,male,52.0,0,0,13.5,s,Second,man,True,southampton,no,True
0,3,male,44.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,3,female,28.0,0,0,7.7333,q,Third,woman,False,queenstown,yes,True
0,1,male,49.0,1,1,110.8833,c,First,man,True,cherbourg,no,False
0,3,male,42.0,0,0,7.65,s,Third,man,True,southampton,no,True
1,1,female,18.0,1,0,227.525,c,First,woman,False,cherbourg,yes,False
1,1,male,35.0,0,0,26.2875,s,First,man,True,southampton,yes,True
0,3,female,18.0,0,1,14.4542,c,Third,woman,False,cherbourg,no,False
0,3,male,25.0,0,0,7.7417,q,Third,man,True,queenstown,no,True
0,3,male,26.0,1,0,7.8542,s,Third,man,True,southampton,no,False
0,2,male,39.0,0,0,26.0,s,Second,man,True,southampton,no,True
1,2,female,45.0,0,0,13.5,s,Second,woman,False,southampton,yes,True
1,1,male,42.0,0,0,26.2875,s,First,man,True,southampton,yes,True
1,1,female,22.0,0,0,151.55,s,First,woman,False,southampton,yes,True
1,3,male,28.0,1,1,15.2458,c,Third,man,True,cherbourg,yes,False
1,1,female,24.0,0,0,49.5042,c,First,woman,False,cherbourg,yes,True
0,1,male,28.0,0,0,26.55,s,First,man,True,southampton,no,True
1,1,male,48.0,1,0,52.0,s,First,man,True,southampton,yes,False
0,3,male,29.0,0,0,9.4833,s,Third,man,True,southampton,no,True
0,2,male,52.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,3,male,19.0,0,0,7.65,s,Third,man,True,southampton,no,True
1,1,female,38.0,0,0,227.525,c,First,woman,False,cherbourg,yes,True
1,2,female,27.0,0,0,10.5,s,Second,woman,False,southampton,yes,True
0,3,male,28.0,0,0,15.5,q,Third,man,True,queenstown,no,True
0,3,male,33.0,0,0,7.775,s,Third,man,True,southampton,no,True
1,2,female,6.0,0,1,33.0,s,Second,child,False,southampton,yes,False
0,3,male,17.0,1,0,7.0542,s,Third,man,True,southampton,no,False
0,2,male,34.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,2,male,50.0,0,0,13.0,s,Second,man,True,southampton,no,True
1,1,male,27.0,1,0,53.1,s,First,man,True,southampton,yes,False
0,3,male,20.0,0,0,8.6625,s,Third,man,True,southampton,no,True
1,2,female,30.0,3,0,21.0,s,Second,woman,False,southampton,yes,False
1,3,female,28.0,0,0,7.7375,q,Third,woman,False,queenstown,yes,True
0,2,male,25.0,1,0,26.0,s,Second,man,True,southampton,no,False
0,3,female,25.0,1,0,7.925,s,Third,woman,False,southampton,no,False
1,1,female,29.0,0,0,211.3375,s,First,woman,False,southampton,yes,True
0,3,male,11.0,0,0,18.7875,c,Third,child,False,cherbourg,no,True
0,2,male,28.0,0,0,0.0,s,Second,man,True,southampton,no,True
0,2,male,23.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,2,male,23.0,0,0,13.0,s,Second,man,True,southampton,no,True
0,3,male,28.5,0,0,16.1,s,Third,man,True,southampton,no,True
0,3,female,48.0,1,3,34.375,s,Third,woman,False,southampton,no,False
1,1,male,35.0,0,0,512.3292,c,First,man,True,cherbourg,yes,True
0,3,male,28.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,3,male,28.0,0,0,7.8958,s,Third,man,True,southampton,no,True
1,1,male,28.0,0,0,30.0,s,First,man,True,southampton,yes,True
0,1,male,36.0,1,0,78.85,s,First,man,True,southampton,no,False
1,1,female,21.0,2,2,262.375,c,First,woman,False,cherbourg,yes,False
0,3,male,24.0,1,0,16.1,s,Third,man,True,southampton,no,False
1,3,male,31.0,0,0,7.925,s,Third,man,True,southampton,yes,True
0,1,male,70.0,1,1,71.0,s,First,man,True,southampton,no,False
0,3,male,16.0,1,1,20.25,s,Third,man,True,southampton,no,False
1,2,female,30.0,0,0,13.0,s,Second,woman,False,southampton,yes,True
0,1,male,19.0,1,0,53.1,s,First,man,True,southampton,no,False
0,3,male,31.0,0,0,7.75,q,Third,man,True,queenstown,no,True
1,2,female,4.0,1,1,23.0,s,Second,child,False,southampton,yes,False
1,3,male,6.0,0,1,12.475,s,Third,child,False,southampton,yes,False
0,3,male,33.0,0,0,9.5,s,Third,man,True,southampton,no,True
0,3,male,23.0,0,0,7.8958,s,Third,man,True,southampton,no,True
1,2,female,48.0,1,2,65.0,s,Second,woman,False,southampton,yes,False
1,2,male,0.67,1,1,14.5,s,Second,child,False,southampton,yes,False
0,3,male,28.0,0,0,7.7958,s,Third,man,True,southampton,no,True
0,2,male,18.0,0,0,11.5,s,Second,man,True,southampton,no,True
0,3,male,34.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,1,female,33.0,0,0,86.5,s,First,woman,False,southampton,yes,True
0,3,male,28.0,0,0,14.5,s,Third,man,True,southampton,no,True
0,3,male,41.0,0,0,7.125,s,Third,man,True,southampton,no,True
1,3,male,20.0,0,0,7.2292,c,Third,man,True,cherbourg,yes,True
1,1,female,36.0,1,2,120.0,s,First,woman,False,southampton,yes,False
0,3,male,16.0,0,0,7.775,s,Third,man,True,southampton,no,True
1,1,female,51.0,1,0,77.9583,s,First,woman,False,southampton,yes,False
0,1,male,28.0,0,0,39.6,c,First,man,True,cherbourg,no,True
0,3,female,30.5,0,0,7.75,q,Third,woman,False,queenstown,no,True
0,3,male,28.0,1,0,24.15,q,Third,man,True,queenstown,no,False
0,3,male,32.0,0,0,8.3625,s,Third,man,True,southampton,no,True
0,3,male,24.0,0,0,9.5,s,Third,man,True,southampton,no,True
0,3,male,48.0,0,0,7.8542,s,Third,man,True,southampton,no,True
0,2,female,57.0,0,0,10.5,s,Second,woman,False,southampton,no,True
0,3,male,28.0,0,0,7.225,c,Third,man,True,cherbourg,no,True
1,2,female,54.0,1,3,23.0,s,Second,woman,False,southampton,yes,False
0,3,male,18.0,0,0,7.75,s,Third,man,True,southampton,no,True
0,3,male,28.0,0,0,7.75,q,Third,man,True,queenstown,no,True
1,3,female,5.0,0,0,12.475,s,Third,child,False,southampton,yes,True
0,3,male,28.0,0,0,7.7375,q,Third,man,True,queenstown,no,True
1,1,female,43.0,0,1,211.3375,s,First,woman,False,southampton,yes,False
1,3,female,13.0,0,0,7.2292,c,Third,child,False,cherbourg,yes,True
1,1,female,17.0,1,0,57.0,s,First,woman,False,southampton,yes,False
0,1,male,29.0,0,0,30.0,s,First,man,True,southampton,no,True
0,3,male,28.0,1,2,23.45,s,Third,man,True,southampton,no,False
0,3,male,25.0,0,0,7.05,s,Third,man,True,southampton,no,True
0,3,male,25.0,0,0,7.25,s,Third,man,True,southampton,no,True
1,3,female,18.0,0,0,7.4958,s,Third,woman,False,southampton,yes,True
0,3,male,8.0,4,1,29.125,q,Third,child,False,queenstown,no,False
1,3,male,1.0,1,2,20.575,s,Third,child,False,southampton,yes,False
0,1,male,46.0,0,0,79.2,c,First,man,True,cherbourg,no,True
0,3,male,28.0,0,0,7.75,q,Third,man,True,queenstown,no,True
0,2,male,16.0,0,0,26.0,s,Second,man,True,southampton,no,True
0,3,female,28.0,8,2,69.55,s,Third,woman,False,southampton,no,False
0,1,male,28.0,0,0,30.6958,c,First,man,True,cherbourg,no,True
0,3,male,25.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,2,male,39.0,0,0,13.0,s,Second,man,True,southampton,no,True
1,1,female,49.0,0,0,25.9292,s,First,woman,False,southampton,yes,True
1,3,female,31.0,0,0,8.6833,s,Third,woman,False,southampton,yes,True
0,3,male,30.0,0,0,7.2292,c,Third,man,True,cherbourg,no,True
0,3,female,30.0,1,1,24.15,s,Third,woman,False,southampton,no,False
0,2,male,34.0,0,0,13.0,s,Second,man,True,southampton,no,True
1,2,female,31.0,1,1,26.25,s,Second,woman,False,southampton,yes,False
1,1,male,11.0,1,2,120.0,s,First,child,False,southampton,yes,False
1,3,male,0.42,0,1,8.5167,c,Third,child,False,cherbourg,yes,False
1,3,male,27.0,0,0,6.975,s,Third,man,True,southampton,yes,True
0,3,male,31.0,0,0,7.775,s,Third,man,True,southampton,no,True
0,1,male,39.0,0,0,0.0,s,First,man,True,southampton,no,True
0,3,female,18.0,0,0,7.775,s,Third,woman,False,southampton,no,True
0,2,male,39.0,0,0,13.0,s,Second,man,True,southampton,no,True
1,1,female,33.0,1,0,53.1,s,First,woman,False,southampton,yes,False
0,3,male,26.0,0,0,7.8875,s,Third,man,True,southampton,no,True
0,3,male,39.0,0,0,24.15,s,Third,man,True,southampton,no,True
0,2,male,35.0,0,0,10.5,s,Second,man,True,southampton,no,True
0,3,female,6.0,4,2,31.275,s,Third,child,False,southampton,no,False
0,3,male,30.5,0,0,8.05,s,Third,man,True,southampton,no,True
0,1,male,28.0,0,0,0.0,s,First,man,True,southampton,no,True
0,3,female,23.0,0,0,7.925,s,Third,woman,False,southampton,no,True
0,2,male,31.0,1,1,37.0042,c,Second,man,True,cherbourg,no,False
0,3,male,43.0,0,0,6.45,s,Third,man,True,southampton,no,True
0,3,male,10.0,3,2,27.9,s,Third,child,False,southampton,no,False
1,1,female,52.0,1,1,93.5,s,First,woman,False,southampton,yes,False
1,3,male,27.0,0,0,8.6625,s,Third,man,True,southampton,yes,True
0,1,male,38.0,0,0,0.0,s,First,man,True,southampton,no,True
1,3,female,27.0,0,1,12.475,s,Third,woman,False,southampton,yes,False
0,3,male,2.0,4,1,39.6875,s,Third,child,False,southampton,no,False
0,3,male,28.0,0,0,6.95,q,Third,man,True,queenstown,no,True
0,3,male,28.0,0,0,56.4958,s,Third,man,True,southampton,no,True
1,2,male,1.0,0,2,37.0042,c,Second,child,False,cherbourg,yes,False
1,3,male,28.0,0,0,7.75,q,Third,man,True,queenstown,yes,True
1,1,female,62.0,0,0,80.0,s,First,woman,False,southampton,yes,True
1,3,female,15.0,1,0,14.4542,c,Third,child,False,cherbourg,yes,False
1,2,male,0.83,1,1,18.75,s,Second,child,False,southampton,yes,False
0,3,male,28.0,0,0,7.2292,c,Third,man,True,cherbourg,no,True
0,3,male,23.0,0,0,7.8542,s,Third,man,True,southampton,no,True
0,3,male,18.0,0,0,8.3,s,Third,man,True,southampton,no,True
1,1,female,39.0,1,1,83.1583,c,First,woman,False,cherbourg,yes,False
0,3,male,21.0,0,0,8.6625,s,Third,man,True,southampton,no,True
0,3,male,28.0,0,0,8.05,s,Third,man,True,southampton,no,True
1,3,male,32.0,0,0,56.4958,s,Third,man,True,southampton,yes,True
1,1,male,28.0,0,0,29.7,c,First,man,True,cherbourg,yes,True
0,3,male,20.0,0,0,7.925,s,Third,man,True,southampton,no,True
0,2,male,16.0,0,0,10.5,s,Second,man,True,southampton,no,True
1,1,female,30.0,0,0,31.0,c,First,woman,False,cherbourg,yes,True
0,3,male,34.5,0,0,6.4375,c,Third,man,True,cherbourg,no,True
0,3,male,17.0,0,0,8.6625,s,Third,man,True,southampton,no,True
0,3,male,42.0,0,0,7.55,s,Third,man,True,southampton,no,True
0,3,male,28.0,8,2,69.55,s,Third,man,True,southampton,no,False
0,3,male,35.0,0,0,7.8958,c,Third,man,True,cherbourg,no,True
0,2,male,28.0,0,1,33.0,s,Second,man,True,southampton,no,False
1,1,female,28.0,1,0,89.1042,c,First,woman,False,cherbourg,yes,False
0,3,male,4.0,4,2,31.275,s,Third,child,False,southampton,no,False
0,3,male,74.0,0,0,7.775,s,Third,man,True,southampton,no,True
0,3,female,9.0,1,1,15.2458,c,Third,child,False,cherbourg,no,False
1,1,female,16.0,0,1,39.4,s,First,woman,False,southampton,yes,False
0,2,female,44.0,1,0,26.0,s,Second,woman,False,southampton,no,False
1,3,female,18.0,0,1,9.35,s,Third,woman,False,southampton,yes,False
1,1,female,45.0,1,1,164.8667,s,First,woman,False,southampton,yes,False
1,1,male,51.0,0,0,26.55,s,First,man,True,southampton,yes,True
1,3,female,24.0,0,3,19.2583,c,Third,woman,False,cherbourg,yes,False
0,3,male,28.0,0,0,7.2292,c,Third,man,True,cherbourg,no,True
0,3,male,41.0,2,0,14.1083,s,Third,man,True,southampton,no,False
0,2,male,21.0,1,0,11.5,s,Second,man,True,southampton,no,False
1,1,female,48.0,0,0,25.9292,s,First,woman,False,southampton,yes,True
0,3,female,28.0,8,2,69.55,s,Third,woman,False,southampton,no,False
0,2,male,24.0,0,0,13.0,s,Second,man,True,southampton,no,True
1,2,female,42.0,0,0,13.0,s,Second,woman,False,southampton,yes,True
1,2,female,27.0,1,0,13.8583,c,Second,woman,False,cherbourg,yes,False
0,1,male,31.0,0,0,50.4958,s,First,man,True,southampton,no,True
0,3,male,28.0,0,0,9.5,s,Third,man,True,southampton,no,True
1,3,male,4.0,1,1,11.1333,s,Third,child,False,southampton,yes,False
0,3,male,26.0,0,0,7.8958,s,Third,man,True,southampton,no,True
1,1,female,47.0,1,1,52.5542,s,First,woman,False,southampton,yes,False
0,1,male,33.0,0,0,5.0,s,First,man,True,southampton,no,True
0,3,male,47.0,0,0,9.0,s,Third,man,True,southampton,no,True
1,2,female,28.0,1,0,24.0,c,Second,woman,False,cherbourg,yes,False
1,3,female,15.0,0,0,7.225,c,Third,child,False,cherbourg,yes,True
0,3,male,20.0,0,0,9.8458,s,Third,man,True,southampton,no,True
0,3,male,19.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,3,male,28.0,0,0,7.8958,s,Third,man,True,southampton,no,True
1,1,female,56.0,0,1,83.1583,c,First,woman,False,cherbourg,yes,False
1,2,female,25.0,0,1,26.0,s,Second,woman,False,southampton,yes,False
0,3,male,33.0,0,0,7.8958,s,Third,man,True,southampton,no,True
0,3,female,22.0,0,0,10.5167,s,Third,woman,False,southampton,no,True
0,2,male,28.0,0,0,10.5,s,Second,man,True,southampton,no,True
0,3,male,25.0,0,0,7.05,s,Third,man,True,southampton,no,True
0,3,female,39.0,0,5,29.125,q,Third,woman,False,queenstown,no,False
0,2,male,27.0,0,0,13.0,s,Second,man,True,southampton,no,True
1,1,female,19.0,0,0,30.0,s,First,woman,False,southampton,yes,True
0,3,female,28.0,1,2,23.45,s,Third,woman,False,southampton,no,False
1,1,male,26.0,0,0,30.0,c,First,man,True,cherbourg,yes,True
0,3,male,32.0,0,0,7.75,q,Third,man,True,queenstown,no,True
